species,decimalLatitude,decimalLongitude,eventDate,day,month,year
Lamproderma pseudomaculatum,44.4409,6.8581,2009-05-13T00:00:00,13,5,2009
Lamproderma arcyrioides,44.4319,6.8796,2009-05-13T00:00:00,13,5,2009
Lamproderma ovoideum,44.4418,6.8574,2009-05-13T00:00:00,13,5,2009
Lamproderma splendens,44.0981,7.5049,2009-05-05T00:00:00,5,5,2009
Lamproderma ovoideum,44.4418,6.8574,2009-05-13T00:00:00,13,5,2009
Lamproderma ovoideum,44.0695,7.5223,2009-05-04T00:00:00,4,5,2009
Lamproderma aeneum,44.4409,6.8581,2009-05-13T00:00:00,13,5,2009
Lamproderma ovoideum,44.4409,6.8581,2009-05-13T00:00:00,13,5,2009
Lamproderma ovoideum,44.4409,6.8581,2009-05-13T00:00:00,13,5,2009
Lamproderma ovoideum,44.0982,7.5088,2009-05-04T00:00:00,4,5,2009
Lamproderma ovoideum,44.0982,7.5088,2009-05-04T00:00:00,4,5,2009
Lamproderma ovoideum,44.3718,6.782,2009-05-05T00:00:00,5,5,2009
Lamproderma ovoideum,44.0981,7.5041,2009-05-05T00:00:00,5,5,2009
Lamproderma ovoideum,44.0687,7.5236,2009-05-04T00:00:00,4,5,2009
Lamproderma ovoideum,44.44,6.8581,2009-05-13T00:00:00,13,5,2009
Lamproderma sauteri,44.3254,6.6037,2009-05-12T00:00:00,12,5,2009
Lamproderma aeneum,44.4449,6.8509,2009-05-13T00:00:00,13,5,2009
Lamproderma arcyrioides,44.4449,6.8509,2009-05-13T00:00:00,13,5,2009
Lamproderma aeneum,44.4405,6.8653,2009-05-13T00:00:00,13,5,2009
Lamproderma ovoideum,44.0693,7.5216,2009-05-04T00:00:00,4,5,2009
Lamproderma ovoideum,44.0981,7.5049,2009-05-05T00:00:00,5,5,2009
Lamproderma ovoideum,44.0687,7.5236,2009-05-04T00:00:00,4,5,2009
Lamproderma ovoideum,44.0982,7.5088,2009-05-04T00:00:00,4,5,2009
Lamproderma ovoideum,44.0982,7.5088,2009-05-04T00:00:00,4,5,2009
Lamproderma ovoideum,44.0982,7.5088,2009-05-04T00:00:00,4,5,2009
Lamproderma arcyrioides,44.4319,6.8796,2009-05-13T00:00:00,13,5,2009
Lamproderma ovoideum,44.4418,6.8574,2009-05-13T00:00:00,13,5,2009
Lamproderma ovoideum,44.3254,6.6037,2009-05-12T00:00:00,12,5,2009
Lamproderma sauteri,44.0982,7.5088,2009-05-04T00:00:00,4,5,2009
Lamproderma ovoideum,44.08666,7.5168,2009-05-05T00:00:00,5,5,2009
Lamproderma ovoideum,44.08078,7.37474,2013-07-03T00:00:00,3,7,2013
Lamproderma ovoideum,44.0695,7.5223,2009-05-04T00:00:00,4,5,2009
Lamproderma ovoideum,44.0917,7.5131,2009-05-05T00:00:00,5,5,2009
Lamproderma ovoideum,44.3718,6.782,2009-05-05T00:00:00,5,5,2009
Lamproderma ovoideum,44.4405,6.8653,2009-05-13T00:00:00,13,5,2009
Lamproderma ovoideum,44.0695,7.5223,2009-05-04T00:00:00,4,5,2009
Lamproderma pseudomaculatum,44.0693,7.5216,2009-05-04T00:00:00,4,5,2009
Lamproderma ovoideum,44.0693,7.5216,2009-05-04T00:00:00,4,5,2009
Lamproderma sauteri,44.0982,7.5088,2009-05-04T00:00:00,4,5,2009
Lamproderma ovoideum,44.44,6.8581,2009-05-13T00:00:00,13,5,2009
Lamproderma ovoideum,44.3254,6.6037,2009-05-12T00:00:00,12,5,2009
Lamproderma ovoideum,44.4418,6.8574,2009-05-13T00:00:00,13,5,2009
Lamproderma ovoideum,44.4418,6.8574,2009-05-13T00:00:00,13,5,2009
Lamproderma ovoideum,44.3254,6.6037,2009-05-12T00:00:00,12,5,2009
Lamproderma ovoideum,44.3819,6.7814,2009-05-04T00:00:00,4,5,2009
Lamproderma ovoideum,44.3819,6.7814,2009-05-04T00:00:00,4,5,2009
Lamproderma aeneum,44.4449,6.8509,2009-05-13T00:00:00,13,5,2009
Lamproderma ovoideum,44.4449,6.8509,2009-05-13T00:00:00,13,5,2009
Lamproderma aeneum,44.08993,7.35428,2010-05-22T00:00:00,22,5,2010
Lamproderma arcyrioides,61.271768,7.966089,2020-06-15T00:00:00,15,6,2020
Lamproderma arcyrioides,60.921327,11.305181,2020-04-21T00:00:00,21,4,2020
Lamproderma arcyrioides,60.937677,11.289137,2020-05-09T00:00:00,9,5,2020
Lamproderma ovoideum,61.271691,7.965802,2020-06-15T00:00:00,15,6,2020
Lamproderma ovoideum,61.153116,11.982421,2020-05-16T00:00:00,16,5,2020
Lamproderma arcyrioides,61.209747,8.235135,2020-06-16T00:00:00,16,6,2020
Lamproderma ovoideum,61.157043,11.990766,2020-05-22T00:00:00,22,5,2020
Lamproderma ovoideum,61.271539,7.966727,2020-06-15T00:00:00,15,6,2020
Lamproderma arcyrioides,61.18958,12.009254,2020-05-16T00:00:00,16,5,2020
Lamproderma arcyrioides,61.189822,12.008804,2020-05-16T00:00:00,16,5,2020
Lamproderma arcyrioides,61.189822,12.008804,2020-05-16T00:00:00,16,5,2020
Lamproderma arcyrioides,61.189606,12.009272,2020-05-16T00:00:00,16,5,2020
Lamproderma arcyrioides,61.189696,12.009245,2020-05-16T00:00:00,16,5,2020
Lamproderma arcyrioides,61.156757,10.695809,2020-05-30T00:00:00,30,5,2020
Lamproderma ovoideum,61.157025,11.99082,2020-05-22T00:00:00,22,5,2020
Lamproderma ovoideum,61.157043,11.990847,2020-05-22T00:00:00,22,5,2020
Lamproderma arcyrioides,61.271021,8.053585,2020-06-15T00:00:00,15,6,2020
Lamproderma arcyrioides,61.189805,12.00884,2020-05-16T00:00:00,16,5,2020
Lamproderma ovoideum,40.63,21.95,2015-05-03T00:00:00,3,5,2015
Lamproderma aeneum,40.63,21.95,2015-05-09T00:00:00,9,5,2015
Lamproderma arcyrioides,40.63,21.95,2015-05-02T00:00:00,2,5,2015
Lamproderma aeneum,40.04,21.08,2015-05-23T00:00:00,23,5,2015
Lamproderma arcyrioides,38.52,-8.29,1991-02-17T00:00:00,17,2,1991
Lamproderma arcyrioides,40.65,21.95,2015-04-26T00:00:00,26,4,2015
Lamproderma ovoideum,44,8,2009-05-04T00:00:00,4,5,2009
Lamproderma ovoideum,61.271151,8.049327,2020-06-12T00:00:00,12,6,2020
Lamproderma ovoideum,61.273331,7.966943,2020-06-15T00:00:00,15,6,2020
Lamproderma arcyrioides,61.270935,8.050558,2020-06-13T00:00:00,13,6,2020
Lamproderma arcyrioides,61.279013,8.037865,2020-06-13T00:00:00,13,6,2020
Lamproderma ovoideum,61.272515,7.967652,2020-06-15T00:00:00,15,6,2020
Lamproderma ovoideum,69.497496,20.609194,2020-07-11T00:00:00,11,7,2020
Lamproderma aeneum,48.6,8.2,2010-04-15T00:00:00,15,4,2010
Lamproderma ovoideum,48.5,8.2,2018-04-06T00:00:00,6,4,2018
Lamproderma arcyrioides,48.8,9.8,2004-10-22T00:00:00,22,10,2004
Lamproderma ovoideum,48.6,8.2,2016-05-11T00:00:00,11,5,2016
Lamproderma ovoideum,48.6,8.2,2016-05-12T00:00:00,12,5,2016
Lamproderma pseudomaculatum,48.5,8.2,2010-04-15T00:00:00,15,4,2010
Lamproderma ovoideum,48.6,8.2,2016-05-11T00:00:00,11,5,2016
Lamproderma ovoideum,48.6,8.2,2017-03-17T00:00:00,17,3,2017
Lamproderma ovoideum,48.5,8.2,2016-04-04T00:00:00,4,4,2016
Lamproderma arcyrioides,51.8,5.95,2019-11-03T00:00:00,3,11,2019
Lamproderma arcyrioides,51.8,5.95,2019-11-03T00:00:00,3,11,2019
Lamproderma arcyrioides,53.2,5.75,2015-10-13T00:00:00,13,10,2015
Lamproderma arcyrioides,53.35,5.3,2014-01-28T00:00:00,28,1,2014
Lamproderma arcyrioides,51.8,5.95,2019-11-03T00:00:00,3,11,2019
Lamproderma ovoideum,69.499604,20.613228,2020-07-05T00:00:00,5,7,2020
Lamproderma ovoideum,69.499604,20.613228,2020-07-05T00:00:00,5,7,2020
Lamproderma arcyrioides,61.189822,12.008804,2020-05-16T00:00:00,16,5,2020
Lamproderma arcyrioides,61.189696,12.009245,2020-05-16T00:00:00,16,5,2020
Lamproderma ovoideum,61.465426,12.005777,2020-05-22T00:00:00,22,5,2020
Lamproderma ovoideum,61.326496,12.144576,2020-05-31T00:00:00,31,5,2020
Lamproderma ovoideum,60.872557,9.394231,2020-05-16T00:00:00,16,5,2020
Lamproderma ovoideum,69.50711,20.61639,2020-06-12T00:00:00,12,6,2020
Lamproderma ovoideum,69.50711,20.61639,2020-06-12T00:00:00,12,6,2020
Lamproderma ovoideum,61.335396,12.162973,2020-05-31T00:00:00,31,5,2020
Lamproderma ovoideum,60.694404,10.741371,2020-04-28T00:00:00,28,4,2020
Lamproderma ovoideum,61.172211,12.003235,2020-05-22T00:00:00,22,5,2020
Lamproderma arcyrioides,61.18958,12.009254,2020-05-16T00:00:00,16,5,2020
Lamproderma arcyrioides,61.189805,12.00884,2020-05-16T00:00:00,16,5,2020
Lamproderma ovoideum,60.872492,9.394357,2020-05-31T00:00:00,31,5,2020
Lamproderma aeneum,60.872033,9.395345,2020-05-21T00:00:00,21,5,2020
Lamproderma ovoideum,61.172297,12.003064,2020-05-22T00:00:00,22,5,2020
Lamproderma ovoideum,69.506235,20.61559,2020-06-12T00:00:00,12,6,2020
Lamproderma arcyrioides,61.190004,12.009083,2020-05-16T00:00:00,16,5,2020
Lamproderma ovoideum,61.172198,12.003145,2020-05-22T00:00:00,22,5,2020
Lamproderma ovoideum,69.506358,20.624708,2020-06-18T00:00:00,18,6,2020
Lamproderma ovoideum,61.201625,12.045519,2020-05-22T00:00:00,22,5,2020
Lamproderma arcyrioides,60.872094,9.395111,2020-05-21T00:00:00,21,5,2020
Lamproderma arcyrioides,60.921305,11.305064,2020-04-21T00:00:00,21,4,2020
Lamproderma arcyrioides,61.190025,12.009029,2020-05-16T00:00:00,16,5,2020
Lamproderma ovoideum,61.201608,12.045483,2020-05-22T00:00:00,22,5,2020
Lamproderma ovoideum,69.506235,20.61559,2020-06-12T00:00:00,12,6,2020
Lamproderma arcyrioides,60.921279,11.304939,2020-04-21T00:00:00,21,4,2020
Lamproderma ovoideum,61.326531,12.144558,2020-05-31T00:00:00,31,5,2020
Lamproderma ovoideum,61.172228,12.003352,2020-05-22T00:00:00,22,5,2020
Lamproderma sauteri,69.506339,20.624699,2020-06-18T00:00:00,18,6,2020
Lamproderma arcyrioides,61.465538,12.005939,2020-05-22T00:00:00,22,5,2020
Lamproderma arcyrioides,60.891865,11.199063,2020-04-17T00:00:00,17,4,2020
Lamproderma ovoideum,61.17225,12.003091,2020-05-22T00:00:00,22,5,2020
Lamproderma arcyrioides,61.189969,12.009101,2020-05-16T00:00:00,16,5,2020
Lamproderma arcyrioides,61.283377,12.185126,2020-05-22T00:00:00,22,5,2020
Lamproderma arcyrioides,61.283351,12.185458,2020-05-22T00:00:00,22,5,2020
Lamproderma arcyrioides,61.465426,12.005777,2020-05-22T00:00:00,22,5,2020
Lamproderma ovoideum,61.201716,12.04551,2020-05-22T00:00:00,22,5,2020
Lamproderma ovoideum,61.172267,12.003226,2020-05-22T00:00:00,22,5,2020
Lamproderma ovoideum,61.465478,12.006343,2020-05-22T00:00:00,22,5,2020
Lamproderma ovoideum,61.335396,12.162973,2020-05-31T00:00:00,31,5,2020
Lamproderma ovoideum,61.465435,12.006056,2020-05-22T00:00:00,22,5,2020
Lamproderma arcyrioides,61.465538,12.005939,2020-05-22T00:00:00,22,5,2020
Lamproderma arcyrioides,60.872557,9.394231,2020-05-16T00:00:00,16,5,2020
Lamproderma ovoideum,61.283519,12.185216,2020-05-22T00:00:00,22,5,2020
Lamproderma ovoideum,61.465401,12.005678,2020-05-22T00:00:00,22,5,2020
Lamproderma ovoideum,61.201699,12.045564,2020-05-22T00:00:00,22,5,2020
Lamproderma ovoideum,61.201733,12.045546,2020-05-22T00:00:00,22,5,2020
Lamproderma ovoideum,61.335396,12.163009,2020-05-31T00:00:00,31,5,2020
Lamproderma ovoideum,61.201591,12.04542,2020-05-22T00:00:00,22,5,2020
Lamproderma ovoideum,61.465538,12.005939,2020-05-22T00:00:00,22,5,2020
Lamproderma ovoideum,60.872094,9.392641,2020-05-31T00:00:00,31,5,2020
Lamproderma ovoideum,61.326539,12.144693,2020-05-31T00:00:00,31,5,2020
Lamproderma ovoideum,69.507119,20.616381,2020-06-12T00:00:00,12,6,2020
Lamproderma ovoideum,61.326483,12.144405,2020-05-31T00:00:00,31,5,2020
Lamproderma ovoideum,61.201608,12.04542,2020-05-22T00:00:00,22,5,2020
Lamproderma ovoideum,69.507119,20.616381,2020-06-12T00:00:00,12,6,2020
Lamproderma aeneum,60.454474,10.651154,2020-05-22T00:00:00,22,5,2020
Lamproderma arcyrioides,60.921231,11.304597,2020-04-21T00:00:00,21,4,2020
Lamproderma arcyrioides,60.921305,11.305064,2020-04-21T00:00:00,21,4,2020
Lamproderma ovoideum,60.872492,9.394357,2020-05-31T00:00:00,31,5,2020
Lamproderma arcyrioides,60.899997,11.312359,2020-04-30T00:00:00,30,4,2020
Lamproderma ovoideum,61.201608,12.045438,2020-05-22T00:00:00,22,5,2020
Lamproderma ovoideum,61.201647,12.045447,2020-05-22T00:00:00,22,5,2020
Lamproderma arcyrioides,60.452662,10.645063,2020-05-22T00:00:00,22,5,2020
Lamproderma aeneum,60.453472,10.64474,2020-05-22T00:00:00,22,5,2020
Lamproderma arcyrioides,60.453472,10.64474,2020-05-22T00:00:00,22,5,2020
Lamproderma ovoideum,60.90035,11.31235,2020-04-30T00:00:00,30,4,2020
Lamproderma ovoideum,60.891389,11.198443,2020-04-26T00:00:00,26,4,2020
Lamproderma arcyrioides,60.899997,11.312359,2020-04-30T00:00:00,30,4,2020
Lamproderma arcyrioides,60.093889,10.836386,2020-05-21T00:00:00,21,5,2020
Lamproderma ovoideum,60.891293,11.19847,2020-04-26T00:00:00,26,4,2020
Lamproderma ovoideum,60.900368,11.312206,2020-04-30T00:00:00,30,4,2020
Lamproderma ovoideum,60.900294,11.312404,2020-04-30T00:00:00,30,4,2020
Lamproderma ovoideum,60.094109,10.836701,2020-05-21T00:00:00,21,5,2020
Lamproderma ovoideum,61.027842,9.042406,2020-05-07T00:00:00,7,5,2020
Lamproderma ovoideum,60.892647,11.200635,2020-04-17T00:00:00,17,4,2020
Lamproderma ovoideum,60.891022,11.198362,2020-04-17T00:00:00,17,4,2020
Lamproderma ovoideum,60.891498,11.198416,2020-04-26T00:00:00,26,4,2020
Lamproderma ovoideum,60.892647,11.200671,2020-04-17T00:00:00,17,4,2020
Lamproderma arcyrioides,60.892057,11.198874,2019-04-26T00:00:00,26,4,2019
Lamproderma ovoideum,60.900368,11.312206,2020-04-30T00:00:00,30,4,2020
Lamproderma ovoideum,60.892656,11.200743,2020-04-17T00:00:00,17,4,2020
Lamproderma ovoideum,60.937756,11.28929,2020-05-09T00:00:00,9,5,2020
Lamproderma ovoideum,60.892652,11.200482,2020-04-17T00:00:00,17,4,2020
Lamproderma ovoideum,60.89204,11.198309,2019-04-29T00:00:00,29,4,2019
Lamproderma ovoideum,60.900342,11.312314,2020-04-30T00:00:00,30,4,2020
Lamproderma ovoideum,60.891673,11.198704,2019-04-26T00:00:00,26,4,2019
Lamproderma ovoideum,60.89187,11.198273,2019-04-29T00:00:00,29,4,2019
Lamproderma ovoideum,60.891498,11.198416,2020-04-26T00:00:00,26,4,2020
Lamproderma ovoideum,60.892656,11.200599,2020-04-17T00:00:00,17,4,2020
Lamproderma ovoideum,60.891293,11.19847,2020-04-26T00:00:00,26,4,2020
Lamproderma ovoideum,60.891533,11.19838,2020-04-26T00:00:00,26,4,2020
Lamproderma ovoideum,60.891612,11.198677,2019-04-26T00:00:00,26,4,2019
Lamproderma ovoideum,60.900267,11.312475,2020-04-30T00:00:00,30,4,2020
Lamproderma ovoideum,60.893526,11.202477,2020-04-17T00:00:00,17,4,2020
Lamproderma ovoideum,60.891686,11.198461,2019-04-26T00:00:00,26,4,2019
Lamproderma ovoideum,60.891804,11.198955,2020-04-17T00:00:00,17,4,2020
Lamproderma ovoideum,60.892171,11.198039,2019-04-29T00:00:00,29,4,2019
Lamproderma ovoideum,60.89169,11.198776,2020-04-17T00:00:00,17,4,2020
Lamproderma splendens,60.899997,11.312359,2020-04-30T00:00:00,30,4,2020
Lamproderma ovoideum,48.05826,7.06411,2006-04-22T00:00:00,22,4,2006
Lamproderma ovoideum,48.05826,7.06411,2013-04-18T00:00:00,18,4,2013
Lamproderma arcyrioides,48.05826,7.06411,2006-04-22T00:00:00,22,4,2006
Lamproderma arcyrioides,48.05826,7.06411,2006-04-22T00:00:00,22,4,2006
Lamproderma aeneum,42.7365,0.08666,2017-05-09T00:00:00,9,5,2017
Lamproderma ovoideum,42.88518,-0.06086,2017-05-09T00:00:00,9,5,2017
Lamproderma ovoideum,42.74855,0.05581,2014-05-10T00:00:00,10,5,2014
Lamproderma ovoideum,42.73994,0.08407,2013-06-12T00:00:00,12,6,2013
Lamproderma aeneum,42.9149,0.18627,2017-05-09T00:00:00,9,5,2017
Lamproderma aeneum,42.88727,-0.06189,2014-04-29T00:00:00,29,4,2014
Lamproderma ovoideum,42.89185,0.0793,2014-05-03T00:00:00,3,5,2014
Lamproderma ovoideum,42.9042,-0.06447,2014-04-30T00:00:00,30,4,2014
Lamproderma sauteri,42.75275,0.05116,2017-05-09T00:00:00,9,5,2017
Lamproderma splendens,42.83294,-0.1417,2014-05-08T00:00:00,8,5,2014
Lamproderma ovoideum,42.75662,0.04847,2013-06-11T00:00:00,11,6,2013
Lamproderma ovoideum,42.71364,-0.05092,2017-05-09T00:00:00,9,5,2017
Lamproderma arcyrioides,42.87136,-0.12018,2014-05-15T00:00:00,15,5,2014
Lamproderma ovoideum,42.82427,-0.13918,2014-05-08T00:00:00,8,5,2014
Lamproderma ovoideum,42.69816,-0.01299,2017-05-09T00:00:00,9,5,2017
Lamproderma ovoideum,42.85195,0.0181,2017-05-09T00:00:00,9,5,2017
Lamproderma aeneum,42.71364,-0.05092,2017-05-09T00:00:00,9,5,2017
Lamproderma aeneum,42.90762,0.12248,2014-05-04T00:00:00,4,5,2014
Lamproderma ovoideum,42.74855,0.05581,2014-05-10T00:00:00,10,5,2014
Lamproderma splendens,42.74855,0.05581,2013-06-14T00:00:00,14,6,2013
Lamproderma ovoideum,42.87136,-0.12018,2014-05-15T00:00:00,15,5,2014
Lamproderma ovoideum,42.75662,0.04847,2013-06-11T00:00:00,11,6,2013
Lamproderma ovoideum,42.7365,0.08666,2017-05-09T00:00:00,9,5,2017
Lamproderma ovoideum,42.73483,0.08809,2013-06-12T00:00:00,12,6,2013
Lamproderma ovoideum,42.9149,0.18627,2017-05-09T00:00:00,9,5,2017
Lamproderma aeneum,42.83294,-0.1417,2014-05-08T00:00:00,8,5,2014
Lamproderma ovoideum,42.849,-0.14267,2014-05-08T00:00:00,8,5,2014
Lamproderma ovoideum,42.74855,0.05581,2013-06-14T00:00:00,14,6,2013
Lamproderma sauteri,42.88518,-0.06086,2017-05-09T00:00:00,9,5,2017
Lamproderma pseudomaculatum,50.08334,36.27117,2018-04-12T00:00:00,12,4,2018
Lamproderma ovoideum,59.730833,10.407225,2019-06-26T00:00:00,26,6,2019
Lamproderma arcyrioides,52.12,-1.36,2014-01-01T00:00:00,1,1,2014
Lamproderma arcyrioides,59.233315,11.022023,2019-10-13T00:00:00,13,10,2019
Lamproderma ovoideum,48.00882,6.95788,2017-03-29T00:00:00,29,3,2017
Lamproderma ovoideum,48.0941,7.09876,2017-03-29T00:00:00,29,3,2017
Lamproderma pseudomaculatum,50.0793,35.2694,2017-03-02T00:00:00,2,3,2017
Lamproderma pseudomaculatum,50.08342,36.26965,2019-03-30T00:00:00,30,3,2019
Lamproderma pseudomaculatum,49.594271,36.305153,2019-04-02T00:00:00,2,4,2019
Lamproderma pseudomaculatum,50.08357,36.27133,2018-04-16T00:00:00,16,4,2018
Lamproderma aeneum,47.805538,15.034025,2018-05-08T00:00:00,8,5,2018
Lamproderma pseudomaculatum,50.08342,36.26965,2019-03-30T00:00:00,30,3,2019
Lamproderma pseudomaculatum,49.59756,36.31594,2019-03-29T00:00:00,29,3,2019
Lamproderma pseudomaculatum,50.08342,36.26965,2019-03-30T00:00:00,30,3,2019
Lamproderma pseudomaculatum,49.59718,36.3156,2019-03-26T00:00:00,26,3,2019
Lamproderma pseudomaculatum,50.09143,36.27413,2018-04-08T00:00:00,8,4,2018
Lamproderma pseudomaculatum,50.08575,36.2751,2018-04-12T00:00:00,12,4,2018
Lamproderma pseudomaculatum,50.08342,36.26965,2019-03-30T00:00:00,30,3,2019
Lamproderma pseudomaculatum,49.59718,36.3156,2019-03-26T00:00:00,26,3,2019
Lamproderma pseudomaculatum,49.597188,36.315605,2019-03-29T00:00:00,29,3,2019
Lamproderma arcyrioides,47.805482,15.034012,2018-07-05T00:00:00,5,7,2018
Lamproderma aeneum,44.0899,7.35428,2010-05-22T00:00:00,22,5,2010
Lamproderma sauteri,36.8208,126.1856,2007-12-15T00:00:00,15,12,2007
Lamproderma sauteri,36.8208,126.1856,2007-12-15T00:00:00,15,12,2007
Lamproderma sauteri,50.22,-4.18,2015-01-01T00:00:00,1,1,2015
Lamproderma ovoideum,60.10156,10.838318,2019-05-27T00:00:00,27,5,2019
Lamproderma sauteri,46.035278,6.676944,2008-05-08T00:00:00,8,5,2008
Lamproderma ovoideum,60.891939,11.198317,2019-04-29T00:00:00,29,4,2019
Lamproderma ovoideum,60.892494,11.19953,2019-04-26T00:00:00,26,4,2019
Lamproderma ovoideum,60.89211,11.198398,2019-04-29T00:00:00,29,4,2019
Lamproderma ovoideum,60.892473,11.199369,2019-04-26T00:00:00,26,4,2019
Lamproderma ovoideum,60.891922,11.198255,2019-04-29T00:00:00,29,4,2019
Lamproderma ovoideum,60.892057,11.198874,2019-04-26T00:00:00,26,4,2019
Lamproderma ovoideum,60.891647,11.198569,2019-04-26T00:00:00,26,4,2019
Lamproderma ovoideum,60.892307,11.199045,2019-04-26T00:00:00,26,4,2019
Lamproderma arcyrioides,59.162336,10.320151,2011-04-06T00:00:00,6,4,2011
Lamproderma sauteri,59.30206,10.510271,2009-04-15T00:00:00,15,4,2009
Lamproderma sauteri,59.401518,10.085853,2009-05-04T00:00:00,4,5,2009
Lamproderma sauteri,59.446071,10.349095,1986-05-03T00:00:00,3,5,1986
Lamproderma sauteri,59.29007,10.396194,2011-04-08T00:00:00,8,4,2011
Lamproderma arcyrioides,58.468841,8.751477,2013-10-30T00:00:00,30,10,2013
Lamproderma sauteri,62.673276,7.61492,2014-02-25T00:00:00,25,2,2014
Lamproderma sauteri,60.233453,9.460419,1992-05-24T00:00:00,24,5,1992
Lamproderma arcyrioides,54.821568,83.1111,2017-05-01T00:00:00,1,5,2017
Lamproderma aeneum,59.609478,7.417407,2018-05-21T00:00:00,21,5,2018
Lamproderma arcyrioides,61.208959,8.224076,2017-06-08T00:00:00,8,6,2017
Lamproderma aeneum,60.892643,11.199746,2019-04-26T00:00:00,26,4,2019
Lamproderma ovoideum,60.892132,11.198165,2019-04-29T00:00:00,29,4,2019
Lamproderma ovoideum,60.892149,11.198201,2019-04-29T00:00:00,29,4,2019
Lamproderma ovoideum,60.893067,11.201363,2019-04-26T00:00:00,26,4,2019
Lamproderma ovoideum,61.310225,12.237507,2019-06-07T00:00:00,7,6,2019
Lamproderma ovoideum,60.892132,11.198219,2019-04-29T00:00:00,29,4,2019
Lamproderma ovoideum,60.892494,11.19953,2019-04-26T00:00:00,26,4,2019
Lamproderma ovoideum,60.891939,11.198317,2019-04-29T00:00:00,29,4,2019
Lamproderma ovoideum,60.892132,11.198219,2019-04-29T00:00:00,29,4,2019
Lamproderma ovoideum,61.31035,12.235126,2019-06-07T00:00:00,7,6,2019
Lamproderma ovoideum,60.892088,11.198174,2019-04-29T00:00:00,29,4,2019
Lamproderma sauteri,60.825798,7.110749,2019-05-10T00:00:00,10,5,2019
Lamproderma arcyrioides,56.034963,13.229238,2009-11-20T00:00:00,20,11,2009
Lamproderma arcyrioides,56.088035,12.733907,2011-11-11T00:00:00,11,11,2011
Lamproderma arcyrioides,55.991833,12.750858,2014-11-08T00:00:00,8,11,2014
Lamproderma ovoideum,60.274021,9.412179,2019-05-21T00:00:00,21,5,2019
Lamproderma ovoideum,60.554652,11.157462,2019-05-05T00:00:00,5,5,2019
Lamproderma arcyrioides,60.6542,10.919058,2019-04-24T00:00:00,24,4,2019
Lamproderma ovoideum,62.4633,8.215192,2011-05-01T00:00:00,1,5,2011
Lamproderma arcyrioides,56.08499,10.19795,1987-11-04T00:00:00,4,11,1987
Lamproderma arcyrioides,55.68068,9.1895,1988-03-22T00:00:00,22,3,1988
Lamproderma arcyrioides,55.37854,11.56061,1995-12-15T00:00:00,15,12,1995
Lamproderma arcyrioides,55.37854,11.56061,1995-12-15T00:00:00,15,12,1995
Lamproderma arcyrioides,55.16377,10.45319,1995-04-14T00:00:00,14,4,1995
Lamproderma arcyrioides,56.10445,10.23191,2006-11-23T00:00:00,23,11,2006
